Customer_ID,Day,Date,None,Basic,Silver,Gold,Platinum,Direct,lag_Direct,cum_Direct,Display,lag_Display,cum_Display,Email,lag_Email,cum_Email,Organic,lag_Organic,cum_Organic,Paid,lag_Paid,cum_Paid,12M_Revenue,Purchase
1010067661,3,9/4/2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126.69,0
1010067661,14,9/15/2024,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,417.19,1
1010067661,16,9/17/2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,317.14,1
1010067661,25,9/26/2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,371.15,0
1010067661,32,10/3/2024,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,2093.6,1
1010067661,39,10/10/2024,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,2,368.93,0
1010067661,40,10/11/2024,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,129.24,0
1010067661,41,10/12/2024,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1,3,128.71,0
1010197775,3,9/4/2024,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147.19,1
1010197775,26,9/27/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,220.23,0
1010197775,29,9/30/2024,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,717.82,0
1010197775,29,9/30/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,108.32,0
1010197775,32,10/3/2024,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,492.88,0
1010197775,44,10/15/2024,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,146.91,0
1010197775,53,10/24/2024,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,364.48,0
1010197775,53,10/24/2024,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,2,48.22,0
1010448345,21,9/22/2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,714.81,0
1010448345,33,10/4/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,362.42,1
1010448345,47,10/18/2024,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,275.57,1
1010448345,49,10/20/2024,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,290.97,0
1010448345,50,10/21/2024,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,421.39,0
1010571650,5,9/6/2024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,293.6,1
1010571650,13,9/14/2024,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,719.1,0
1010571650,46,10/17/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,109.61,0
1010571650,55,10/26/2024,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,150.63,0
1010571650,59,10/30/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,212.28,0
1010953959,5,9/6/2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81.55,0
1010953959,11,9/12/2024,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,114.71,0
1010953959,12,9/13/2024,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,371.71,0
1010953959,25,9/26/2024,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,479.87,0
1010953959,31,10/2/2024,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,724.53,1
1010953959,46,10/17/2024,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,81.21,0
1010953959,48,10/19/2024,0,1,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,2,270.7,0
1011135964,2,9/3/2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.47,1
1011135964,12,9/13/2024,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,275.52,0
1011135964,20,9/21/2024,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,77.37,0
1011135964,39,10/10/2024,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,617.38,0
1011135964,45,10/16/2024,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,276.07,0
1011135964,46,10/17/2024,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,1,0,0,363.56,0
1011135964,46,10/17/2024,1,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,1,56.96,0
1011135964,48,10/19/2024,0,1,0,0,0,0,1,2,0,1,3,1,0,0,0,0,1,0,1,1,146.8,0
1011135964,51,10/22/2024,0,0,1,0,0,0,1,2,0,1,3,0,1,1,1,0,1,0,1,1,417.19,0
1011222869,1,9/2/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.73,1
1011222869,7,9/8/2024,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,78.92,1
1011222869,16,9/17/2024,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,124.43,0
1011222869,33,10/4/2024,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,719.82,0
1011222869,39,10/10/2024,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,77.48,0
1011222869,45,10/16/2024,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,295.47,0
1011286643,12,9/13/2024,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151.92,1
1011286643,19,9/20/2024,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,298.92,1
1011286643,33,10/4/2024,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,103.16,1
1011286643,40,10/11/2024,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,420.26,0
1011286643,42,10/13/2024,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,301.2,0
1011286643,49,10/20/2024,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,103.6,0
1011635156,4,9/5/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,217.17,0
1011635156,4,9/5/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,266.8,1
1011635156,4,9/5/2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,623.79,1
1011635156,17,9/18/2024,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,145.09,0
